[2025-04-22 17:57:43,343] 16 root - INFO - Data ingestion initiated
[2025-04-22 17:57:52,685] 61 root - INFO - Performed train test split on the dataframe
[2025-04-22 17:57:52,685] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-04-22 17:57:52,686] 71 root - INFO - Exporting train and test file path.
[2025-04-22 17:57:52,823] 80 root - INFO - Exported train and test file path.
[2025-04-22 17:57:52,824] 18 root - INFO - Data ingestion completed
[2025-04-22 17:57:52,838] 22 root - INFO - Data vailidation initiated
[2025-04-22 17:57:52,949] 39 root - INFO - Required number of columns:2
[2025-04-22 17:57:52,980] 40 root - INFO - Data frame has columns:31
[2025-04-22 17:57:52,980] 39 root - INFO - Required number of columns:2
[2025-04-22 17:57:52,980] 40 root - INFO - Data frame has columns:31
[2025-04-22 17:57:53,380] 24 root - INFO - Data Validation complleted
[2025-04-22 17:57:53,381] 26 root - INFO - Data transformation started
[2025-04-22 17:57:53,381] 47 root - INFO - Entered initiate data transformation method of DataTransformation class
[2025-04-22 17:57:53,381] 49 root - INFO - Starting data transformation
[2025-04-22 17:57:53,419] 35 root - INFO - Entered get_data_transformer obj method of transformation class
[2025-04-22 17:57:53,420] 38 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-04-22 17:57:53,468] 42 root - INFO - Entered the save_object method of MainUtils class
[2025-04-22 17:57:53,473] 46 root - INFO - Exited the save_object method of MainUtils class
[2025-04-22 17:57:53,476] 31 root - INFO - data transformation done
[2025-04-22 17:57:53,476] 32 root - INFO - Model Training started
[2025-04-22 18:02:57,306] 42 root - INFO - Entered the save_object method of MainUtils class
[2025-04-22 18:02:57,308] 46 root - INFO - Exited the save_object method of MainUtils class
[2025-04-22 18:02:57,309] 91 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_22_2025_17_57_40\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9908666531357824, precision_score=0.9894608836643697, recall_score=0.9922764227642277), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9711769415532426, precision_score=0.9619349722442506, recall_score=0.9805982215036378))
[2025-04-22 18:02:57,313] 36 root - INFO - Model Training artfiact created
